user_id,plan_start_date,plan_end_date,churned,MRR
704,2024-01-16,11/11/2024,Y,59.0
705,2024-01-13,,Y,0.0
706,2024-01-27,2025-05-21,Y,49.0
707,2024-01-22,2025-10-13,Y,149.0
708,2024-01-04,2024-07-02,Y,0.0
709,2024-01-29,,Y,0.0
710,2024-01-09,05/03/2025,Y,39.0
711,2024-01-02,,N,29.0
712,2024-01-16,2024-05-15,N,0.0
713,2024-01-04,2025-09-25,Y,29.0
714,2024-01-03,,N,99.0
715,2024-01-28,2024-07-26,Y,0.0
716,2024-01-08,,Y,0.0
717,2024-01-20,,N,79.0
718,2024-01-14,12/09/2024,N,49.0
719,2024-01-08,,Y,
720,2024-01-13,01/07/2025,,49.0
721,2024-01-24,,Y,79.0
722,2024-01-30,06/23/2025,Y,0.0
723,2024-01-07,,N,0.0
724,2024-01-11,2025-12-31,N,0.0
725,2024-01-26,,Y,0.0
726,2024-01-29,04/23/2025,N,79.0
727,2024-01-24,11/19/2024,N,49.0
728,2024-01-27,2024-12-22,Y,59.0
729,2024-01-07,2024-05-06,N,99.0
730,2024-01-31,,Y,0.0
731,2024-01-29,05/23/2025,N,0.0
732,2024-01-19,2024-04-18,Y,59.0
733,2024-01-27,,Y,0.0
734,2024-01-30,,Y,0.0
735,2024-01-15,10/06/2025,N,0.0
736,2024-01-23,2025-03-18,N,99.0
737,2024-01-10,,N,29.0
738,2024-01-19,2024-05-18,N,29.0
739,2024-01-30,,N,49.0
740,2024-01-30,02/23/2025,N,0.0
741,2024-01-03,08/30/2024,N,29.0
742,2024-01-01,2025-03-26,Y,49.0
743,2024-01-22,09/13/2025,N,49.0
744,2024-01-30,2024-04-29,Y,0.0
745,2024-01-31,2024-04-30,N,0.0
746,,,N,0.0
747,2024-01-07,,N,0.0
748,2024-01-29,,,59.0
749,2024-01-13,,Y,99.0
750,,,Y,79.0
751,2024-01-30,03/25/2025,N,0.0
752,2024-01-06,2025-03-01,Y,99.0
753,2024-01-20,,N,149.0
754,2024-01-18,2025-12-08,Y,0.0
755,2024-01-21,2024-09-17,N,149.0
756,2024-01-12,2024-11-07,Y,0.0
757,2024-01-14,2024-12-09,N,0.0
758,2024-01-25,,N,0.0
759,2024-01-18,2025-05-12,N,0.0
760,2024-01-30,2025-10-21,N,149.0
761,2024-01-09,,N,0.0
762,2024-01-24,,N,149.0
763,2024-01-21,2024-11-16,Y,0.0
764,2024-01-27,,N,0.0
765,2024-01-10,2024-10-06,Y,0.0
766,2024-01-27,,Y,0.0
767,2024-01-01,05/25/2025,Y,49.0
768,2024-01-31,,N,0.0
769,2024-01-24,12/14/2025,N,0.0
770,,04/25/2025,N,0.0
771,2024-01-27,,N,29.0
772,2024-01-01,,,149.0
773,2024-01-25,2026-01-14,N,99.0
774,2024-01-30,,Y,59.0
775,2024-01-23,07/21/2024,N,0.0
776,2024-01-27,2024-10-23,N,0.0
777,2024-01-16,2024-09-12,Y,0.0
778,2024-01-23,07/16/2025,N,0.0
779,2024-01-20,03/15/2025,Y,49.0
780,2024-01-21,,N,39.0
781,2024-01-06,2025-09-27,Y,149.0
782,2024-01-19,02/12/2025,N,99.0
783,2024-01-12,03/07/2025,Y,0.0
784,2024-01-16,2025-04-10,Y,0.0
785,2024-01-30,02/23/2025,N,0.0
786,2024-01-09,,N,0.0
787,2024-01-16,2025-10-07,N,149.0
788,2024-01-27,,N,0.0
789,2024-01-28,2025-11-18,Y,29.0
790,2024-01-23,2024-10-19,N,79.0
791,2024-01-03,,N,39.0
792,2024-01-05,09/01/2024,N,
793,2024-01-03,01/27/2025,N,39.0
794,2024-01-15,,N,29.0
795,2024-01-26,2024-12-21,N,0.0
796,2024-01-20,12/15/2024,N,99.0
797,2024-01-12,2025-01-06,N,0.0
798,2024-01-06,09/27/2025,Y,0.0
799,,,N,
800,2024-01-09,,N,0.0
801,2024-01-16,2024-07-14,N,79.0
802,2024-01-09,,Y,0.0
803,2024-01-18,,N,59.0
804,2024-01-07,,Y,59.0
805,2024-01-18,,N,0.0
806,2024-01-31,01/20/2026,N,79.0
807,2024-01-15,,N,0.0
808,2024-01-18,2024-05-17,N,79.0
809,2024-01-21,12/16/2024,N,39.0
810,2024-01-09,,Y,0.0
811,2024-01-06,2024-06-04,N,39.0
812,2024-01-14,2025-04-08,Y,0.0
813,2024-01-24,,N,0.0
814,2024-01-20,,N,39.0
815,2024-01-28,2024-06-26,N,0.0
816,2024-01-21,2024-09-17,Y,99.0
817,2024-01-14,03/09/2025,N,0.0
818,2024-01-06,,Y,0.0
819,2024-01-29,,N,39.0
820,2024-01-31,2024-12-26,Y,79.0
821,2024-01-08,2024-04-07,N,
822,2024-01-27,04/26/2024,Y,0.0
823,2024-01-22,2024-06-20,Y,0.0
824,2024-01-01,,N,49.0
825,2024-01-30,05/24/2025,Y,0.0
826,2024-01-12,2024-04-11,N,39.0
827,2024-01-21,12/11/2025,N,0.0
828,2024-01-27,2025-03-22,Y,79.0
829,2024-01-20,,N,0.0
830,2024-01-21,07/19/2024,N,79.0
831,2024-01-23,05/22/2024,,0.0
832,2024-01-09,,Y,0.0
833,2024-01-20,2024-04-19,Y,0.0
834,2024-01-25,2024-06-23,Y,79.0
835,2024-01-04,,N,79.0
836,2024-01-17,,N,149.0
837,2024-01-23,2024-10-19,Y,39.0
838,2024-01-28,06/21/2025,Y,0.0
839,2024-01-02,11/22/2025,N,
840,2024-01-22,,Y,0.0
841,2024-01-17,02/10/2025,N,0.0
842,2024-01-24,2024-09-20,N,49.0
843,2024-01-04,,Y,0.0
844,2024-01-30,04/29/2024,N,0.0
845,2024-01-21,12/16/2024,Y,29.0
846,2024-01-29,2024-05-28,N,99.0
847,2024-01-10,07/03/2025,Y,0.0
848,,04/30/2024,Y,59.0
849,2024-01-20,,Y,0.0
850,2024-01-08,,N,0.0
851,,,Y,39.0
852,2024-01-24,2025-02-17,Y,49.0
853,2024-01-15,,N,149.0
854,2024-01-12,,Y,0.0
855,2024-01-03,2024-07-01,Y,0.0
856,2024-01-31,,Y,79.0
857,2024-01-04,,N,79.0
858,2024-01-13,2025-01-07,,59.0
859,2024-01-20,2024-11-15,N,99.0
860,2024-01-08,,N,29.0
861,2024-01-22,,N,39.0
862,2024-01-26,,N,79.0
863,2024-01-12,06/10/2024,Y,49.0
864,2024-01-22,,N,149.0
865,2024-01-10,2025-08-02,Y,0.0
866,2024-01-04,09/30/2024,Y,0.0
867,2024-01-23,10/19/2024,Y,59.0
868,2024-01-21,09/17/2024,N,0.0
869,,04/25/2025,N,0.0
870,2024-01-03,,Y,29.0
871,2024-01-02,,Y,0.0
872,2024-01-06,2024-11-01,N,0.0
873,2024-01-03,,Y,0.0
874,2024-01-14,2025-05-08,N,0.0
875,2024-01-23,02/16/2025,Y,0.0
876,2024-01-20,05/14/2025,N,0.0
877,2024-01-08,,Y,49.0
878,2024-01-11,,Y,0.0
879,2024-01-31,04/30/2024,Y,99.0
880,2024-01-07,,Y,59.0
881,2024-01-11,,Y,0.0
882,2024-01-04,2025-12-24,Y,0.0
883,2024-01-22,,N,59.0
884,2024-01-05,,N,0.0
885,2024-01-26,2024-05-25,N,0.0
886,2024-01-17,2024-04-16,Y,0.0
887,2024-01-13,07/06/2025,N,0.0
888,2024-01-18,,Y,0.0
889,2024-01-02,09/23/2025,Y,29.0
890,2024-01-31,2025-03-26,N,0.0
891,2024-01-07,,Y,79.0
892,2024-01-30,2025-08-22,N,0.0
893,2024-01-15,08/12/2024,Y,0.0
894,2024-01-21,2025-12-11,N,
895,2024-01-13,2024-09-09,Y,39.0
896,2024-01-13,2024-12-08,Y,149.0
897,2024-01-31,,N,0.0
898,2024-01-31,,N,0.0
899,2024-01-10,2025-11-30,N,99.0
900,2024-01-21,2024-12-16,N,39.0
901,2024-01-13,12/03/2025,Y,59.0
902,2024-01-25,04/19/2025,Y,0.0
903,2024-01-01,03/31/2024,N,0.0
904,2024-01-14,,Y,0.0
905,2024-01-23,06/21/2024,N,0.0
906,2024-01-07,10/03/2024,Y,0.0
907,2024-01-14,02/07/2025,,59.0
908,2024-01-09,2025-09-30,N,49.0
909,,12/21/2025,,149.0
910,2024-01-28,11/23/2024,N,29.0
911,2024-01-13,2024-11-08,Y,39.0
912,2024-01-12,03/07/2025,N,49.0
913,2024-01-02,,N,
914,2024-01-24,2024-08-21,N,59.0
915,2024-01-26,,N,0.0
916,2024-01-29,,N,59.0
917,2024-01-31,04/25/2025,Y,99.0
918,2024-01-02,,N,99.0
919,2024-01-21,10/17/2024,Y,0.0
920,2024-01-22,,Y,59.0
921,2024-01-25,,N,0.0
922,2024-01-05,,N,149.0
923,2024-01-09,2025-07-02,N,0.0
924,2024-01-20,04/19/2024,Y,99.0
925,2024-01-01,,Y,0.0
926,2024-01-27,2025-03-22,N,
927,2024-01-12,,Y,0.0
928,2024-01-01,,Y,149.0
929,2024-01-21,03/16/2025,Y,0.0
930,2024-01-17,04/11/2025,N,29.0
931,2024-01-14,,N,29.0
932,2024-01-04,,N,0.0
933,2024-01-16,,,0.0
934,2024-01-28,11/18/2025,Y,0.0
935,2024-01-28,,N,99.0
936,2024-01-04,07/02/2024,Y,0.0
937,2024-01-17,05/11/2025,Y,0.0
938,2024-01-26,08/23/2024,N,29.0
939,2024-01-06,,N,0.0
940,2024-01-14,07/07/2025,Y,0.0
941,2024-01-25,2025-03-20,Y,29.0
942,2024-01-14,,N,0.0
943,2024-01-08,2025-05-02,Y,0.0
944,2024-01-09,2025-06-02,N,59.0
945,2024-01-26,,Y,0.0
946,2024-01-28,,N,0.0
947,2024-01-17,2025-06-10,Y,79.0
948,2024-01-04,2024-12-29,Y,49.0
949,2024-01-22,,N,149.0
950,2024-01-23,01/17/2025,N,99.0
951,2024-01-30,,N,99.0
952,2024-01-02,,Y,0.0
953,2024-01-06,04/30/2025,Y,0.0
954,2024-01-03,05/02/2024,,99.0
955,2024-01-04,,Y,0.0
956,2024-01-29,2024-06-27,Y,59.0
957,2024-01-13,2025-12-03,N,0.0
958,2024-01-28,10/19/2025,N,79.0
959,2024-01-28,,,149.0
960,2024-01-13,2024-09-09,N,29.0
961,2024-01-16,,N,0.0
962,2024-01-21,09/17/2024,N,0.0
963,2024-01-15,2025-04-09,Y,149.0
964,2024-01-13,2024-06-11,Y,149.0
965,2024-01-01,2024-03-31,N,0.0
966,2024-01-20,2025-10-11,Y,0.0
967,2024-01-17,09/08/2025,Y,39.0
968,2024-01-12,2024-04-11,Y,99.0
969,2024-01-12,08/04/2025,N,149.0
970,2024-01-04,09/25/2025,N,59.0
971,2024-01-25,,N,59.0
972,2024-01-31,,Y,49.0
973,2024-01-14,05/13/2024,,0.0
974,2024-01-02,11/22/2025,N,0.0
975,2024-01-25,2026-01-14,N,0.0
976,2024-01-08,,Y,0.0
977,2024-01-04,07/27/2025,Y,0.0
978,2024-01-22,06/15/2025,Y,59.0
979,2024-01-05,08/02/2024,N,0.0
980,2024-01-30,2024-06-28,Y,0.0
981,2024-01-01,11/26/2024,N,0.0
982,2024-01-14,,N,49.0
983,2024-01-08,01/02/2025,Y,0.0
984,2024-01-02,2025-12-22,N,0.0
985,2024-01-24,,Y,0.0
986,2024-01-27,2024-09-23,Y,99.0
987,,2025-09-22,N,49.0
988,2024-01-13,,Y,29.0
989,2024-01-22,2025-10-13,N,59.0
990,2024-01-24,2024-06-22,Y,0.0
991,2024-01-23,04/22/2024,,59.0
992,2024-01-13,,N,39.0
993,2024-01-15,,Y,39.0
994,2024-01-31,,,79.0
995,2024-01-18,,Y,99.0
996,2024-01-17,07/10/2025,Y,0.0
997,2024-01-25,2025-01-19,N,79.0
998,2024-01-16,2025-08-08,N,0.0
999,2024-01-17,2025-10-08,Y,39.0
1000,2024-01-01,09/22/2025,N,0.0
1001,2024-01-08,,N,59.0
1002,2024-01-02,05/01/2024,N,0.0
1003,2024-01-14,,N,59.0
1004,2024-01-12,11/07/2024,N,0.0
1005,2024-01-08,2024-10-04,N,99.0
1006,2024-01-07,,N,39.0
1007,2024-01-11,2024-12-06,Y,99.0
1008,2024-01-10,2025-08-02,Y,0.0
1009,2024-01-11,2025-07-04,Y,0.0
1010,2024-01-19,2026-01-08,N,149.0
1011,2024-01-03,2025-02-26,N,0.0
1012,2024-01-02,2025-02-25,Y,0.0
1013,2024-01-08,07/01/2025,Y,0.0
1014,2024-01-07,2025-04-01,N,0.0
1015,2024-01-07,,Y,
1016,2024-01-26,2025-01-20,N,79.0
1017,2024-01-23,2025-06-16,N,0.0
1018,2024-01-31,,N,0.0
1019,2024-01-15,,Y,0.0
1020,2024-01-22,2024-09-18,Y,149.0
1021,,2025-11-21,N,99.0
1022,2024-01-23,07/16/2025,N,79.0
1023,2024-01-07,07/30/2025,,0.0
1024,2024-01-04,,Y,149.0
1025,2024-01-27,2026-01-16,N,79.0
1026,,,N,0.0
1027,2024-01-05,,Y,0.0
1028,2024-01-19,2025-10-10,Y,49.0
1029,2024-01-03,,N,0.0
1030,2024-01-11,2024-10-07,N,149.0
1031,2024-01-29,06/27/2024,N,0.0
1032,2024-01-11,2025-12-31,Y,29.0
1033,2024-01-26,2024-04-25,N,0.0
1034,2024-01-11,2024-06-09,N,0.0
1035,2024-01-08,2025-09-29,N,0.0
1036,2024-01-02,2025-05-26,N,39.0
1037,2024-01-25,,Y,0.0
1038,2024-01-20,07/13/2025,Y,
1039,2024-01-18,,Y,149.0
1040,2024-01-17,2024-05-16,Y,49.0
1041,2024-01-28,10/24/2024,Y,39.0
1042,2024-01-30,2026-01-19,N,79.0
1043,2024-01-28,2025-07-21,N,59.0
1044,2024-01-17,2024-06-15,Y,0.0
1045,2024-01-03,05/02/2024,Y,0.0
1046,2024-01-09,,Y,0.0
1047,2024-01-06,,Y,149.0
1048,2024-01-01,04/25/2025,N,149.0
1049,2024-01-03,09/29/2024,N,99.0
1050,2024-01-29,2024-11-24,N,99.0
1051,2024-01-09,01/03/2025,N,49.0
1052,2024-01-31,01/20/2026,Y,79.0
1053,2024-01-14,11/04/2025,N,149.0
1054,2024-01-10,2024-10-06,N,0.0
1055,2024-01-30,,N,29.0
1056,2024-01-15,,Y,39.0
1057,2024-01-18,06/16/2024,N,29.0
1058,2024-01-30,12/25/2024,N,29.0
1059,2024-01-19,,Y,0.0
1060,2024-01-16,,,99.0
1061,2024-01-05,,,0.0
1062,2024-01-03,2025-10-24,,0.0
1063,2024-01-12,2025-10-03,Y,0.0
1064,2024-01-09,,Y,149.0
1065,2024-01-02,2025-05-26,N,0.0
1066,2024-01-11,,N,0.0
1067,2024-01-21,2025-03-16,Y,0.0
1068,2024-01-25,2025-04-19,N,0.0
1069,2024-01-13,,Y,0.0
1070,2024-01-15,07/08/2025,Y,0.0
1071,2024-01-31,04/25/2025,Y,39.0
1072,2024-01-24,08/16/2025,Y,0.0
1073,2024-01-26,,N,99.0
1074,2024-01-16,2025-07-09,Y,39.0
1075,2024-01-20,2024-04-19,N,0.0
1076,2024-01-18,07/11/2025,N,0.0
1077,2024-01-05,04/04/2024,N,59.0
1078,2024-01-06,10/02/2024,N,29.0
1079,2024-01-06,2025-06-29,N,0.0
1080,2024-01-01,2024-11-26,N,59.0
1081,2024-01-20,2024-05-19,Y,0.0
1082,2024-01-27,,Y,0.0
1083,2024-01-25,06/18/2025,N,0.0
1084,2024-01-26,2024-04-25,Y,0.0
1085,2024-01-29,2024-06-27,N,79.0
1086,2024-01-13,2025-11-03,Y,0.0
1087,2024-01-01,,N,29.0
1088,2024-01-22,02/15/2025,N,0.0
1089,2024-01-30,,N,99.0
1090,2024-01-06,07/04/2024,Y,0.0
1091,,,Y,149.0
1092,,2024-08-28,Y,0.0
1093,2024-01-09,,N,59.0
1094,2024-01-27,,Y,0.0
1095,2024-01-27,10/18/2025,Y,0.0
1096,,,Y,79.0
1097,2024-01-01,,Y,29.0
1098,2024-01-21,,N,0.0
1099,2024-01-21,,Y,0.0
1100,2024-01-13,,Y,0.0
1101,2024-01-19,,Y,29.0
1102,2024-01-25,,N,0.0
1103,2024-01-03,2024-08-30,N,0.0
1104,,2025-06-24,Y,149.0
1105,2024-01-16,2024-07-14,Y,29.0
1106,2024-01-30,,Y,0.0
1107,2024-01-05,05/04/2024,N,39.0
1108,2024-01-22,04/16/2025,N,99.0
1109,2024-01-29,2025-06-22,N,0.0
1110,2024-01-01,,Y,0.0
1111,2024-01-20,05/19/2024,N,49.0
1112,2024-01-10,,Y,59.0
1113,2024-01-30,,N,39.0
1114,2024-01-27,2025-12-17,Y,0.0
1115,2024-01-25,,Y,0.0
1116,2024-01-27,2025-02-20,N,0.0
1117,2024-01-13,,N,99.0
1118,2024-01-31,01/20/2026,N,79.0
1119,2024-01-21,2024-06-19,Y,0.0
1120,2024-01-09,2025-06-02,N,149.0
1121,2024-01-16,2024-04-15,N,49.0
1122,2024-01-28,04/22/2025,Y,49.0
1123,2024-01-22,,N,0.0
1124,2024-01-26,10/22/2024,N,0.0
1125,2024-01-24,,N,0.0
1126,2024-01-24,2024-09-20,N,0.0
1127,2024-01-29,,Y,0.0
1128,2024-01-16,04/15/2024,Y,0.0
1129,2024-01-03,,N,0.0
1130,2024-01-15,,Y,29.0
1131,2024-01-20,07/13/2025,Y,39.0
1132,2024-01-19,02/12/2025,Y,0.0
1133,2024-01-17,01/11/2025,Y,0.0
1134,2024-01-28,08/25/2024,,0.0
1135,2024-01-25,08/22/2024,N,0.0
1136,2024-01-06,,Y,0.0
1137,2024-01-08,11/03/2024,N,59.0
1138,2024-01-09,2025-10-30,N,99.0
1139,2024-01-07,,N,79.0
1140,2024-01-26,03/21/2025,Y,0.0
1141,2024-01-12,2025-12-02,Y,49.0
1142,2024-01-01,2024-09-27,Y,149.0
1143,2024-01-15,,N,0.0
1144,2024-01-27,,Y,
1145,2024-01-06,2025-09-27,N,0.0
1146,2024-01-08,2024-06-06,Y,149.0
1147,2024-01-27,,Y,39.0
1148,2024-01-06,,N,49.0
1149,,03/26/2025,N,0.0
1150,2024-01-08,07/01/2025,N,0.0
1151,2024-01-04,2025-04-28,N,79.0
1152,2024-01-07,12/02/2024,N,0.0
1153,2024-01-11,,Y,0.0
1154,2024-01-20,12/10/2025,Y,49.0
1155,2024-01-10,,Y,99.0
1156,2024-01-16,2024-10-12,Y,149.0
1157,2024-01-30,,N,0.0
1158,2024-01-09,2025-08-01,Y,0.0
1159,2024-01-17,2024-06-15,Y,0.0
1160,2024-01-12,2024-07-10,Y,29.0
1161,2024-01-29,,N,0.0
1162,2024-01-13,,N,0.0
1163,2024-01-25,,N,99.0
1164,2024-01-14,,N,0.0
1165,2024-01-05,,N,0.0
1166,2024-01-03,2024-07-01,Y,0.0
1167,2024-01-12,2025-11-02,N,79.0
1168,2024-01-20,05/19/2024,N,0.0
1169,2024-01-07,05/06/2024,Y,0.0
1170,2024-01-12,12/07/2024,N,0.0
1171,2024-01-27,,N,
1172,2024-01-25,,N,0.0
1173,2024-01-12,,Y,0.0
1174,,04/25/2025,N,
1175,2024-01-01,,N,99.0
1176,2024-01-22,07/15/2025,N,0.0
1177,2024-01-22,2025-04-16,N,
1178,2024-01-28,02/21/2025,N,0.0
1179,2024-01-26,,Y,29.0
1180,2024-01-15,12/05/2025,Y,0.0
1181,2024-01-06,2025-07-29,Y,49.0
1182,2024-01-22,2025-09-13,Y,29.0
1183,2024-01-02,,N,59.0
1184,2024-01-13,,Y,49.0
1185,2024-01-09,,N,0.0
1186,2024-01-24,2025-02-17,Y,39.0
1187,2024-01-27,,N,79.0
1188,2024-01-08,04/07/2024,N,79.0
1189,2024-01-18,2024-04-17,Y,0.0
1190,2024-01-05,12/25/2025,Y,0.0
1191,2024-01-27,,N,99.0
1192,2024-01-23,,N,29.0
1193,2024-01-18,2025-04-12,Y,0.0
1194,2024-01-15,06/08/2025,N,39.0
1195,,2025-10-22,,0.0
1196,2024-01-10,11/30/2025,N,49.0
1197,2024-01-20,2025-08-12,Y,0.0
1198,,,N,0.0
1199,2024-01-08,12/03/2024,Y,
1200,2024-01-08,,N,0.0
1201,2024-01-27,,N,39.0
1202,2024-01-17,2025-05-11,Y,149.0
1203,2024-01-06,12/01/2024,Y,79.0
1204,2024-01-07,,N,0.0
1205,2024-01-12,2025-03-07,N,0.0
1206,2024-01-18,06/16/2024,,39.0
1207,2024-01-11,2024-08-08,Y,0.0
1208,2024-01-29,04/28/2024,Y,39.0
1209,2024-01-19,,Y,0.0
1210,2024-01-12,10/08/2024,Y,0.0
1211,2024-01-07,2024-06-05,Y,29.0
1212,2024-01-04,12/29/2024,N,0.0
1213,2024-01-16,2024-07-14,N,99.0
1214,2024-01-29,2025-04-23,Y,
1215,2024-01-27,,N,0.0
1216,,,Y,149.0
1217,2024-01-14,07/12/2024,Y,0.0
1218,2024-01-20,12/15/2024,N,0.0
1219,2024-01-30,11/20/2025,N,0.0
1220,2024-01-10,08/02/2025,N,49.0
1221,2024-01-13,12/03/2025,N,0.0
1222,2024-01-14,2024-08-11,N,99.0
1223,2024-01-02,2024-06-30,N,79.0
1224,2024-01-24,,N,79.0
1225,2024-01-20,01/14/2025,N,149.0
1226,,05/30/2024,N,0.0
1227,2024-01-05,2025-04-29,N,0.0
1228,,,N,0.0
1229,2024-01-18,,Y,0.0
1230,2024-01-22,11/12/2025,Y,0.0
1231,2024-01-07,01/01/2025,N,29.0
1232,2024-01-19,2025-08-11,N,0.0
1233,2024-01-17,,N,0.0
1234,,2025-07-24,N,49.0
1235,2024-01-27,,N,99.0
1236,2024-01-06,2025-10-27,Y,0.0
1237,2024-01-21,04/20/2024,Y,0.0
1238,2024-01-09,04/03/2025,Y,0.0
1239,2024-01-26,2025-03-21,Y,0.0
1240,2024-01-14,2024-05-13,N,0.0
1241,2024-01-14,,N,0.0
1242,,09/27/2024,N,0.0
1243,2024-01-04,2025-02-27,N,0.0
1244,2024-01-05,,Y,39.0
1245,2024-01-05,04/29/2025,N,0.0
1246,2024-01-03,2024-04-02,N,49.0
1247,2024-01-25,11/20/2024,N,59.0
1248,2024-01-13,2025-10-04,Y,0.0
1249,2024-01-09,,Y,0.0
1250,2024-01-08,,N,0.0
1251,2024-01-26,2025-09-17,Y,149.0
1252,2024-01-14,,N,0.0
1253,2024-01-10,,N,0.0
1254,2024-01-08,2025-11-28,N,0.0
1255,,,N,0.0
1256,2024-01-25,03/20/2025,Y,49.0
1257,2024-01-10,2025-12-30,N,0.0
1258,2024-01-07,2025-03-02,N,49.0
1259,2024-01-05,,N,0.0
1260,2024-01-17,,N,99.0
1261,2024-01-05,05/04/2024,Y,0.0
1262,2024-01-03,2025-10-24,Y,59.0
1263,2024-01-18,,N,149.0
1264,2024-01-01,2025-06-24,Y,99.0
1265,2024-01-26,12/21/2024,Y,0.0
1266,2024-01-11,,N,149.0
1267,2024-01-22,,Y,0.0
1268,2024-01-09,07/02/2025,Y,79.0
1269,2024-01-11,04/05/2025,N,0.0
1270,2024-01-23,,N,0.0
1271,2024-01-15,,Y,29.0
1272,2024-01-22,,N,29.0
1273,2024-01-05,04/04/2024,Y,0.0
1274,2024-01-28,2024-10-24,Y,0.0
1275,2024-01-29,,N,0.0
1276,2024-01-26,2024-07-24,Y,39.0
1277,2024-01-26,08/23/2024,N,79.0
1278,2024-01-12,2025-04-06,N,49.0
1279,2024-01-20,09/16/2024,Y,149.0
1280,2024-01-10,,Y,99.0
1281,2024-01-01,2025-11-21,N,99.0
1282,2024-01-12,,Y,99.0
1283,2024-01-09,,N,0.0
1284,2024-01-24,,N,0.0
1285,2024-01-13,2025-06-06,Y,0.0
1286,2024-01-12,,N,59.0
1287,2024-01-29,,N,149.0
1288,2024-01-30,2025-11-20,Y,39.0
1289,2024-01-28,10/24/2024,Y,79.0
1290,2024-01-25,,N,0.0
1291,,2024-12-26,N,79.0
1292,2024-01-07,05/31/2025,Y,0.0
1293,2024-01-07,08/29/2025,Y,29.0
1294,2024-01-05,2024-09-01,Y,99.0
1295,2024-01-24,10/15/2025,Y,0.0
1296,,04/25/2025,N,0.0
1297,2024-01-27,05/26/2024,Y,29.0
1298,2024-01-06,,,59.0
1299,2024-01-31,2025-04-25,N,79.0
1300,2024-01-06,05/05/2024,N,59.0
1301,2024-01-02,,N,0.0
1302,2024-01-01,05/25/2025,N,79.0
1303,2024-01-12,01/06/2025,N,0.0
1304,2024-01-17,,N,99.0
1305,2024-01-07,2024-11-02,Y,149.0
1306,2024-01-24,07/17/2025,N,99.0
1307,2024-01-09,,N,99.0
1308,2024-01-04,08/26/2025,N,39.0
1309,2024-01-15,2025-08-07,N,49.0
1310,2024-01-04,,N,39.0
1311,2024-01-17,2026-01-06,N,79.0
1312,2024-01-17,08/14/2024,N,0.0
1313,2024-01-25,2025-11-15,Y,0.0
1314,2024-01-02,2025-04-26,N,149.0
1315,2024-01-22,01/16/2025,Y,0.0
1316,2024-01-03,2025-05-27,N,0.0
1317,2024-01-17,,Y,0.0
1318,2024-01-15,,N,79.0
1319,2024-01-25,2026-01-14,Y,0.0
1320,2024-01-30,07/28/2024,N,0.0
1321,2024-01-19,04/13/2025,Y,0.0
1322,2024-01-30,04/29/2024,Y,0.0
1323,2024-01-26,2024-04-25,N,39.0
1324,2024-01-08,,N,0.0
1325,2024-01-12,04/11/2024,Y,0.0
1326,2024-01-23,04/22/2024,Y,0.0
1327,2024-01-28,,Y,0.0
1328,2024-01-27,09/23/2024,Y,59.0
1329,2024-01-11,,N,39.0
1330,2024-01-10,2025-09-01,Y,0.0
1331,2024-01-13,,Y,49.0
1332,2024-01-13,05/12/2024,N,149.0
1333,2024-01-23,,N,0.0
1334,2024-01-16,11/06/2025,Y,99.0
1335,2024-01-14,,Y,
1336,2024-01-07,,Y,0.0
1337,2024-01-23,09/14/2025,N,79.0
1338,2024-01-28,2024-10-24,N,0.0
1339,2024-01-21,,Y,0.0
1340,2024-01-08,,Y,0.0
1341,2024-01-01,2025-03-26,N,0.0
1342,2024-01-23,2024-05-22,N,0.0
1343,2024-01-15,07/13/2024,,149.0
1344,2024-01-23,06/16/2025,N,149.0
1345,2024-01-02,,Y,39.0
1346,2024-01-06,03/31/2025,N,149.0
1347,2024-01-31,,Y,0.0
1348,2024-01-29,10/20/2025,N,0.0
1349,2024-01-22,,Y,0.0
1350,2024-01-14,09/10/2024,N,29.0
1351,2024-01-12,,N,29.0
1352,2024-01-25,,N,49.0
1353,2024-01-15,,N,99.0
1354,2024-01-29,2024-04-28,Y,149.0
1355,2024-01-28,2026-01-17,Y,149.0
1356,2024-01-07,07/05/2024,N,49.0
1357,2024-01-11,04/10/2024,Y,149.0
1358,2024-01-16,10/12/2024,Y,49.0
1359,2024-01-26,,Y,0.0
1360,2024-01-15,04/09/2025,Y,79.0
1361,2024-01-19,,Y,79.0
1362,2024-01-10,,Y,39.0
1363,,,Y,39.0
1364,2024-01-09,2025-07-02,N,79.0
1365,2024-01-18,,N,79.0
1366,2024-01-18,2024-07-16,N,0.0
1367,,,N,149.0
1368,2024-01-11,08/03/2025,N,59.0
1369,2024-01-27,,N,0.0
1370,2024-01-24,02/17/2025,N,0.0
1371,2024-01-20,09/11/2025,Y,0.0
1372,2024-01-19,,N,0.0
1373,2024-01-13,2025-07-06,N,0.0
1374,2024-01-24,2024-07-22,Y,149.0
1375,2024-01-10,,Y,149.0
1376,,2025-08-23,N,99.0
1377,2024-01-21,,N,0.0
1378,2024-01-18,01/07/2026,Y,0.0
1379,2024-01-02,2024-04-01,Y,29.0
1380,2024-01-23,,Y,
1381,2024-01-02,,N,149.0
1382,2024-01-10,,Y,0.0
1383,2024-01-29,06/27/2024,N,0.0
1384,2024-01-21,2024-05-20,N,0.0
1385,2024-01-18,,Y,39.0
1386,2024-01-28,06/26/2024,N,0.0
1387,2024-01-13,07/11/2024,Y,
1388,2024-01-11,2025-09-02,Y,59.0
