user_id,signup_date,plan_type,country,industry,acquisition_channel
1235,2024-12-23,PAID,AU,Manufacturing,organic
1236,2024-10-07,free,US,Tech,
1237,2024-04-04,free,AU,Finance,referral
1238,2024-11-17,free,FR,Finance,referral
1239,31-12-2024,FREE,IN,Retail,facebook
1240,2024-06-12,Free,AU,Tech,facebook
1241,10/30/2024,free,FR,Education,facebook
1242,2024-04-03,free,AU,Retail,linkedin
1243,2024-10-12,Free,DE,Healthcare,facebook
1244,12/25/2024,PAID,US,Finance,google
1245,15-02-2024,free,GB,Tech,organic
1246,2024-08-10,paid,IN,Manufacturing,facebook
1247,2024-04-14,Paid,GB,Retail,linkedin
1248,2024-07-14,Free,AU,Finance,organic
1249,2024-04-06,free,DE,Healthcare,referral
1250,2024-05-14,Free,AU,Finance,facebook
1251,2024-11-27,,CA,Healthcare,organic
1252,14-06-2024,FREE,AU,Finance,referral
1253,2024-08-04,FREE,GB,Tech,linkedin
1254,,Free,IN,Tech,google
1255,06-11-2024,free,GB,Tech,facebook
1256,2024-11-13,paid,IN,Manufacturing,
1257,2024-10-13,FREE,AU,Manufacturing,google
1258,06/22/2024,PAID,AU,Retail,linkedin
1259,2024-03-13,Free,JP,Retail,organic
1260,2024-05-23,Paid,CA,Tech,organic
1261,2024-05-15,Free,GB,Tech,linkedin
1262,2024-09-08,paid,JP,Finance,linkedin
1263,2024-01-28,paid,AU,Education,facebook
1264,2024-08-11,paid,CA,Education,referral
1265,2024-12-29,FREE,AU,Manufacturing,google
1266,2024-03-04,paid,JP,Healthcare,google
1267,09/17/2024,FREE,CA,Finance,organic
1268,2024-01-03,paid,US,Education,organic
1269,2024-09-12,Free,IN,Tech,facebook
1270,2024-12-14,Free,JP,Retail,linkedin
1271,2024-02-11,Paid,DE,Retail,google
1272,2024-05-17,,CA,Manufacturing,facebook
1273,2024-12-01,free,IN,Manufacturing,organic
1274,2024-11-25,FREE,AU,Education,organic
1275,2024-07-14,Free,GB,Manufacturing,google
1276,2024-04-16,PAID,IN,Healthcare,organic
1277,2024-11-30,PAID,IN,Tech,organic
1278,07-06-2024,PAID,FR,Retail,referral
1279,2024-07-07,Paid,GB,Healthcare,linkedin
1280,2024-11-03,PAID,AU,Tech,organic
1281,2024-11-18,Paid,DE,Finance,referral
1282,2024-11-27,PAID,DE,Manufacturing,facebook
1283,2024-09-25,Free,GB,Finance,organic
1284,2024-03-06,FREE,FR,Tech,facebook
1285,2024-10-18,FREE,DE,Tech,organic
1286,2024-08-05,Paid,US,Retail,google
1287,2024-02-11,,DE,Manufacturing,referral
1288,2024-08-24,paid,FR,Education,referral
1289,2024-12-26,PAID,DE,Tech,google
1290,2024-05-15,free,CA,Finance,linkedin
1291,2024-11-05,PAID,US,Manufacturing,referral
1292,,free,JP,Tech,facebook
1293,2024-08-23,Paid,JP,Retail,referral
1294,2024-11-11,Paid,CA,Tech,
1295,2024-03-10,FREE,AU,Retail,linkedin
1296,2024-01-14,Free,US,Retail,facebook
1297,2024-10-02,paid,IN,Manufacturing,facebook
1298,2024-01-12,Paid,US,Finance,google
1299,2024-08-18,paid,AU,Tech,organic
1300,2024-02-22,Paid,CA,Education,google
1301,2024-11-01,Free,DE,Finance,organic
1302,2024-09-19,paid,US,Finance,google
1303,2024-09-27,Free,US,Tech,organic
1304,08/01/2024,Paid,GB,Healthcare,referral
1305,2024-01-11,Paid,DE,Manufacturing,
1306,2024-09-16,PAID,FR,Education,facebook
1307,2024-12-02,Paid,JP,Finance,organic
1308,2024-12-10,paid,IN,Healthcare,referral
1309,2024-05-24,paid,IN,Manufacturing,linkedin
1310,2024-03-21,Paid,DE,Manufacturing,google
1311,2024-04-17,Paid,JP,Tech,linkedin
1312,2024-03-22,free,US,Retail,referral
1313,2024-02-28,Free,US,Manufacturing,linkedin
1314,2024-06-23,paid,AU,Healthcare,linkedin
1315,2024-09-20,Free,CA,Manufacturing,referral
1316,26-02-2024,FREE,GB,Finance,facebook
1317,,free,IN,Retail,organic
1318,2024-03-21,PAID,DE,Retail,
1319,2024-03-19,free,DE,Finance,google
1320,12-08-2024,free,DE,Education,organic
1321,2024-08-30,Free,GB,Manufacturing,google
1322,2024-07-31,FREE,FR,Education,organic
1323,2024-04-26,Paid,AU,Healthcare,linkedin
1324,2024-09-21,Free,JP,Education,facebook
1325,2024-01-06,free,JP,Manufacturing,linkedin
1326,24-07-2024,Free,GB,Tech,facebook
1327,04-12-2024,FREE,DE,Tech,referral
1328,12/04/2024,Paid,CA,Retail,google
1329,2024-12-24,Paid,DE,Education,google
1330,,FREE,DE,Finance,referral
1331,2024-11-25,PAID,FR,Manufacturing,organic
1332,2024-11-28,paid,IN,Tech,referral
1333,,FREE,IN,Healthcare,referral
1334,2024-05-25,PAID,US,Finance,facebook
1335,2024-11-21,paid,IN,Education,referral
1336,2024-06-04,FREE,US,Retail,google
1337,,paid,US,Healthcare,linkedin
1338,,Free,IN,Retail,facebook
1339,2024-01-03,Free,FR,Manufacturing,facebook
1340,2024-12-07,FREE,DE,Education,organic
1341,2024-05-06,Free,FR,Education,linkedin
1342,2024-03-16,free,AU,Healthcare,facebook
1343,2024-03-07,PAID,US,Healthcare,referral
1344,2024-10-28,PAID,GB,Tech,facebook
1345,04-08-2024,PAID,IN,Tech,facebook
1346,2024-03-24,paid,DE,Education,facebook
1347,09/19/2024,Free,GB,Retail,organic
1348,21-03-2024,FREE,GB,Tech,facebook
1349,2024-02-26,FREE,IN,Tech,facebook
1350,2024-07-09,Paid,IN,Tech,organic
1351,,paid,FR,Manufacturing,linkedin
1352,06/05/2024,paid,GB,Tech,google
1353,2024-06-27,PAID,JP,Healthcare,organic
1354,19-08-2024,PAID,FR,Manufacturing,organic
1355,2024-03-08,Paid,DE,Finance,facebook
1356,03/17/2024,Paid,DE,Finance,facebook
1357,2024-07-21,PAID,AU,Tech,google
1358,02/15/2024,PAID,US,Retail,facebook
1359,2024-11-25,FREE,US,Manufacturing,referral
1360,2024-08-31,,CA,Retail,facebook
1361,2024-09-29,,FR,Retail,
1362,05/05/2024,paid,DE,Healthcare,facebook
1363,2024-11-06,paid,IN,Retail,referral
1364,2024-04-02,Paid,GB,Finance,google
1365,28-02-2024,paid,US,Retail,referral
1366,2024-02-15,free,GB,Manufacturing,organic
1367,2024-06-15,Paid,CA,Manufacturing,referral
1368,2024-03-13,paid,GB,Healthcare,linkedin
1369,,Free,CA,Education,organic
1370,2024-09-15,Free,IN,Retail,facebook
1371,2024-07-27,free,US,Finance,organic
1372,2024-10-27,Free,JP,Healthcare,google
1373,2024-08-16,free,US,Finance,google
1374,2024-03-27,PAID,GB,Healthcare,referral
1375,01/01/2024,PAID,GB,Retail,organic
1376,2024-01-01,PAID,JP,Manufacturing,facebook
1377,2024-12-14,FREE,AU,Retail,google
1378,2024-05-24,Free,FR,Retail,facebook
1379,2024-12-23,Paid,DE,Finance,linkedin
1380,15-09-2024,PAID,IN,Retail,google
1381,2024-12-28,Paid,FR,Education,referral
1382,2024-11-02,FREE,DE,Education,linkedin
1383,2024-11-07,Free,CA,Healthcare,organic
1384,2024-12-22,FREE,JP,Retail,facebook
1385,2024-10-02,PAID,DE,Manufacturing,google
1386,07/11/2024,FREE,CA,Education,linkedin
1387,2024-03-04,paid,DE,Manufacturing,linkedin
1388,2024-01-11,paid,US,Retail,google
1389,2024-11-10,free,JP,Tech,organic
1390,2024-07-04,free,DE,Education,organic
1391,2024-11-22,paid,FR,Education,referral
1392,2024-12-03,free,DE,Tech,organic
1393,2024-02-03,FREE,GB,Manufacturing,
1394,2024-05-20,PAID,IN,Education,referral
1395,2024-08-20,Free,JP,Finance,linkedin
1396,2024-07-27,Paid,JP,Manufacturing,google
1397,01/23/2024,Paid,GB,Manufacturing,organic
1398,2024-06-10,FREE,DE,Finance,
1399,25-04-2024,free,US,Manufacturing,referral
1400,2024-06-17,free,FR,Retail,linkedin
1401,2024-01-13,Paid,JP,Healthcare,organic
1402,2024-08-30,Free,JP,Finance,facebook
1403,01-05-2024,paid,JP,Retail,linkedin
1404,2024-10-23,Free,CA,Retail,organic
1405,2024-12-21,paid,US,Healthcare,linkedin
1406,2024-11-16,FREE,GB,Education,google
1407,,paid,DE,Healthcare,google
1408,2024-07-29,Free,DE,Tech,google
1409,08/07/2024,PAID,CA,Finance,facebook
1410,2024-01-14,free,AU,Tech,google
1411,2024-10-31,FREE,GB,Healthcare,facebook
1412,2024-09-17,paid,FR,Tech,google
1413,2024-01-23,PAID,CA,Retail,linkedin
1414,2024-07-02,free,DE,Tech,organic
1415,2024-11-04,FREE,IN,Manufacturing,organic
1416,2024-12-13,Free,US,Retail,google
1417,2024-04-12,Free,IN,Tech,organic
1418,2024-08-31,PAID,JP,Finance,google
1419,2024-06-20,free,DE,Retail,google
1420,2024-01-22,FREE,FR,Manufacturing,referral
1421,2024-11-15,PAID,AU,Manufacturing,referral
1422,2024-07-23,paid,AU,Healthcare,referral
1423,2024-01-16,paid,IN,Finance,facebook
1424,2024-07-03,Free,CA,Retail,referral
1425,2024-05-14,free,IN,Finance,google
1426,03/31/2024,FREE,DE,Retail,linkedin
1427,2024-12-01,Free,DE,Education,referral
1428,07/08/2024,PAID,CA,Finance,referral
1429,03/14/2024,free,AU,Finance,linkedin
1430,2024-12-21,free,IN,Tech,google
1431,2024-10-27,Free,FR,Tech,facebook
1432,2024-11-18,paid,GB,Retail,referral
1433,2024-08-28,FREE,US,Manufacturing,linkedin
1434,2024-11-26,paid,US,Tech,google
1435,2024-07-10,Paid,JP,Finance,organic
1436,2024-07-24,free,CA,Healthcare,facebook
1437,2024-04-13,Free,JP,Tech,linkedin
1438,2024-07-12,Paid,GB,Retail,linkedin
1439,2024-03-09,paid,JP,Healthcare,linkedin
1440,2024-08-26,Paid,GB,Finance,referral
1441,07/07/2024,paid,AU,Manufacturing,organic
1442,2024-04-29,Free,IN,Tech,
1443,2024-09-19,paid,JP,Manufacturing,facebook
1444,2024-02-06,paid,AU,Tech,google
1445,2024-05-08,paid,CA,Education,google
1446,11-03-2024,paid,CA,Healthcare,organic
1447,05/24/2024,Paid,AU,Tech,linkedin
1448,2024-12-01,Free,FR,Retail,linkedin
1449,2024-04-17,PAID,DE,Tech,linkedin
1450,2024-06-23,Free,FR,Healthcare,linkedin
1451,2024-12-23,Free,JP,Finance,linkedin
1452,2024-03-06,PAID,CA,Healthcare,organic
1453,2024-06-22,PAID,IN,Finance,referral
1454,2024-06-15,free,GB,Tech,facebook
1455,2024-06-18,Paid,US,Finance,linkedin
1456,2024-07-19,paid,FR,Manufacturing,referral
1457,2024-08-19,free,FR,Education,google
1458,2024-03-31,paid,US,Education,organic
1459,05-02-2024,free,FR,Retail,referral
1460,2024-09-25,free,IN,Manufacturing,linkedin
1461,2024-07-29,FREE,JP,Healthcare,linkedin
1462,2024-02-05,free,IN,Manufacturing,linkedin
1463,2024-06-07,paid,JP,Education,referral
1464,2024-06-07,Paid,AU,Healthcare,linkedin
1465,2024-03-14,FREE,DE,Manufacturing,referral
1466,10/18/2024,FREE,CA,Tech,linkedin
1467,11/26/2024,Paid,CA,Manufacturing,google
1468,2024-03-30,Paid,GB,Tech,
1469,2024-12-03,PAID,DE,Healthcare,google
1470,05/02/2024,PAID,CA,Healthcare,facebook
1471,2024-12-23,Paid,DE,Tech,linkedin
1472,2024-10-10,FREE,GB,Retail,linkedin
1473,2024-06-15,FREE,US,Healthcare,referral
1474,,Paid,JP,Tech,referral
1475,07/23/2024,Free,GB,Tech,linkedin
1476,2024-03-10,Paid,GB,Manufacturing,facebook
1477,2024-10-07,paid,IN,Healthcare,linkedin
1478,05/22/2024,FREE,IN,Manufacturing,referral
1479,2024-05-30,free,IN,Finance,linkedin
1480,2024-01-06,paid,FR,Retail,referral
1481,01/18/2024,PAID,IN,Tech,linkedin
1482,,Free,DE,Education,organic
1483,2024-08-15,,CA,Education,referral
1484,13-04-2024,free,AU,Retail,facebook
1485,2024-08-03,,AU,Manufacturing,organic
1486,2024-12-14,FREE,AU,Education,linkedin
1487,2024-03-26,Paid,DE,Finance,referral
1488,2024-04-07,Paid,DE,Retail,
1489,2024-04-19,Free,GB,Retail,organic
1490,2024-01-07,FREE,JP,Tech,facebook
1491,2024-11-28,Free,IN,Tech,
1492,2024-11-02,Free,CA,Healthcare,referral
1493,2024-11-03,PAID,FR,Finance,organic
1494,2024-12-21,PAID,GB,Finance,organic
1495,2024-06-20,Paid,GB,Retail,organic
1496,2024-04-29,free,US,Healthcare,google
1497,,Free,FR,Education,linkedin
1498,2024-08-07,free,JP,Education,referral
1499,2024-05-31,free,DE,Education,referral
1500,02-11-2024,paid,DE,Manufacturing,
1501,2024-11-25,PAID,DE,Tech,referral
1502,2024-01-13,paid,GB,Education,organic
1503,28-01-2024,FREE,CA,Education,linkedin
1504,2024-04-23,paid,GB,Tech,facebook
1505,2024-01-04,free,IN,Retail,
1506,13-03-2024,FREE,CA,Retail,referral
1507,2024-04-14,Paid,FR,Tech,linkedin
1508,2024-04-11,Free,AU,Manufacturing,
1509,17-08-2024,paid,IN,Tech,linkedin
1510,2024-07-03,Paid,DE,Finance,google
1511,2024-08-09,paid,JP,Education,referral
1512,08/06/2024,PAID,US,Retail,organic
1513,2024-10-10,Paid,US,Finance,linkedin
1514,2024-07-11,paid,JP,Healthcare,linkedin
1515,2024-04-10,FREE,IN,Healthcare,facebook
1516,2024-07-10,PAID,JP,Manufacturing,google
1517,2024-09-07,Free,GB,Finance,linkedin
1518,2024-03-04,Free,JP,Retail,linkedin
1519,2024-06-27,PAID,US,Tech,organic
1520,,PAID,DE,Tech,organic
1521,2024-09-01,FREE,DE,Manufacturing,facebook
1522,2024-03-16,Free,JP,Education,
1523,23-10-2024,free,AU,Finance,facebook
1524,2024-11-25,FREE,GB,Education,facebook
1525,2024-08-04,PAID,IN,Manufacturing,organic
1526,12/03/2024,PAID,DE,Retail,organic
1527,2024-02-25,paid,JP,Education,google
1528,17-04-2024,paid,DE,Manufacturing,referral
1529,2024-09-08,PAID,CA,Finance,referral
1530,2024-05-27,paid,IN,Retail,google
1531,2024-04-11,Free,GB,Education,referral
1532,2024-04-18,free,AU,Manufacturing,organic
1533,2024-07-28,FREE,US,Tech,referral
1534,2024-05-30,Free,FR,Tech,organic
1535,,PAID,US,Education,google
1536,2024-01-05,FREE,FR,Retail,facebook
1537,2024-01-22,Free,CA,Education,google
1538,16-05-2024,PAID,CA,Tech,referral
1539,2024-07-08,paid,US,Manufacturing,organic
1540,2024-12-06,Paid,US,Education,referral
1541,2024-01-02,free,DE,Education,referral
1542,2024-09-28,Free,IN,Manufacturing,facebook
1543,2024-12-17,PAID,JP,Education,referral
1544,22-11-2024,FREE,GB,Tech,
1545,24-01-2024,paid,DE,Tech,facebook
1546,2024-07-23,Paid,US,Tech,organic
1547,31-08-2024,FREE,JP,Finance,organic
1548,2024-11-06,free,DE,Healthcare,facebook
1549,2024-02-14,paid,IN,Finance,google
1550,2024-02-29,free,FR,Finance,organic
1551,2024-12-03,free,IN,Healthcare,google
1552,16-06-2024,FREE,FR,Tech,organic
1553,31-08-2024,FREE,AU,Education,organic
1554,2024-09-08,FREE,AU,Healthcare,linkedin
1555,2024-11-03,PAID,FR,Tech,referral
1556,14-10-2024,free,JP,Tech,referral
1557,2024-05-28,FREE,US,Manufacturing,
1558,2024-10-20,PAID,CA,Retail,google
1559,2024-06-08,Paid,FR,Tech,referral
1560,2024-07-05,FREE,US,Finance,google
1561,2024-10-29,Paid,GB,Healthcare,organic
1562,05/31/2024,paid,FR,Tech,
1563,2024-03-15,FREE,GB,Healthcare,linkedin
1564,14-09-2024,PAID,US,Education,linkedin
1565,2024-09-10,Free,US,Healthcare,organic
1566,04/17/2024,FREE,US,Manufacturing,facebook
1567,04/01/2024,PAID,FR,Education,facebook
1568,22-03-2024,Paid,JP,Finance,referral
1569,2024-06-27,Paid,US,Education,google
1570,2024-04-09,free,IN,Tech,linkedin
1571,10/24/2024,Paid,JP,Finance,referral
1572,2024-10-22,paid,IN,Healthcare,organic
1573,2024-04-10,,IN,Tech,linkedin
1574,2024-10-21,Free,US,Tech,google
1575,2024-08-06,free,DE,Retail,google
1576,2024-08-30,PAID,FR,Healthcare,facebook
1577,2024-03-17,free,FR,Manufacturing,referral
1578,2024-09-07,FREE,AU,Retail,organic
1579,20-12-2024,Free,IN,Education,
1580,2024-11-28,Paid,IN,Tech,linkedin
1581,,Free,FR,Manufacturing,google
1582,2024-09-17,Paid,IN,Tech,linkedin
1583,2024-02-18,PAID,AU,Finance,organic
1584,2024-06-01,FREE,IN,Manufacturing,linkedin
1585,2024-10-02,Free,IN,Tech,referral
1586,2024-10-01,FREE,AU,Manufacturing,facebook
1587,2024-10-02,free,CA,Healthcare,linkedin
1588,2024-03-01,free,JP,Manufacturing,facebook
1589,2024-06-09,FREE,DE,Tech,organic
1590,2024-10-14,free,GB,Retail,facebook
1591,05-07-2024,free,FR,Finance,linkedin
1592,22-09-2024,paid,US,Tech,linkedin
1593,2024-12-21,PAID,US,Education,google
1594,2024-04-17,free,AU,Education,linkedin
1595,,free,JP,Healthcare,facebook
1596,2024-04-20,paid,US,Education,google
1597,2024-05-13,Paid,CA,Retail,linkedin
1598,2024-05-10,FREE,JP,Finance,linkedin
1599,2024-11-18,FREE,IN,Tech,organic
1600,2024-12-02,Free,FR,Retail,google
1601,10-06-2024,FREE,CA,Finance,organic
1602,2024-05-18,paid,AU,Education,organic
1603,2024-02-15,paid,GB,Education,organic
1604,2024-04-25,Free,AU,Retail,referral
1605,2024-03-04,PAID,AU,Education,organic
1606,2024-09-07,PAID,GB,Finance,facebook
1607,02/20/2024,paid,JP,Healthcare,linkedin
1608,13-12-2024,Paid,CA,Tech,referral
1609,2024-05-12,FREE,FR,Healthcare,
1610,2024-07-12,PAID,IN,Retail,organic
1611,2024-12-13,Free,FR,Healthcare,linkedin
1612,2024-08-27,PAID,IN,Healthcare,google
1613,2024-04-27,Paid,AU,Education,
1614,2024-02-16,free,GB,Manufacturing,google
1615,2024-01-30,paid,US,Finance,linkedin
1616,2024-08-05,Free,IN,Tech,facebook
1617,16-12-2024,Free,FR,Education,linkedin
1618,,FREE,AU,Retail,linkedin
1619,2024-09-30,FREE,CA,Manufacturing,referral
1620,2024-03-27,free,DE,Finance,
1621,2024-03-09,Paid,US,Healthcare,google
1622,10-07-2024,FREE,GB,Finance,google
1623,2024-03-01,paid,IN,Retail,organic
1624,,paid,AU,Education,linkedin
1625,2024-11-25,PAID,FR,Healthcare,linkedin
1626,2024-01-30,Paid,CA,Tech,facebook
1627,2024-01-03,Paid,DE,Healthcare,google
1628,,free,JP,Retail,facebook
1629,2024-03-19,free,DE,Tech,referral
1630,2024-05-08,Paid,AU,Manufacturing,organic
1631,2024-04-03,PAID,DE,Retail,facebook
1632,2024-03-23,Free,AU,Finance,google
1633,2024-12-29,free,JP,Manufacturing,referral
1634,18-06-2024,Free,GB,Retail,linkedin
1635,2024-05-16,PAID,IN,Retail,referral
1636,2024-06-15,PAID,FR,Manufacturing,facebook
1637,2024-07-18,free,FR,Retail,google
1638,2024-09-13,FREE,DE,Healthcare,facebook
1639,07-08-2024,Paid,JP,Healthcare,linkedin
1640,2024-09-05,FREE,US,Retail,linkedin
1641,2024-05-07,PAID,GB,Finance,google
1642,2024-08-07,FREE,CA,Healthcare,organic
1643,2024-11-08,free,GB,Finance,referral
1644,2024-07-24,Free,GB,Education,referral
1645,,Free,DE,Manufacturing,linkedin
1646,2024-06-05,Free,US,Retail,facebook
1647,2024-02-01,paid,AU,Tech,facebook
1648,23-05-2024,Free,US,Finance,organic
1649,2024-04-03,paid,AU,Finance,facebook
1650,23-05-2024,Free,IN,Finance,referral
1651,2024-07-05,FREE,DE,Finance,facebook
1652,2024-03-07,PAID,JP,Tech,organic
1653,2024-09-27,paid,CA,Education,referral
1654,02/14/2024,free,CA,Manufacturing,facebook
1655,12/01/2024,paid,CA,Healthcare,referral
1656,2024-10-06,paid,CA,Healthcare,linkedin
1657,2024-03-19,PAID,FR,Healthcare,linkedin
1658,2024-07-06,paid,CA,Tech,linkedin
1659,25-09-2024,free,US,Education,facebook
1660,22-12-2024,FREE,JP,Finance,organic
1661,2024-07-22,free,IN,Manufacturing,referral
1662,2024-09-17,PAID,CA,Tech,google
1663,2024-04-04,FREE,IN,Manufacturing,linkedin
1664,2024-12-28,Free,AU,Education,linkedin
1665,2024-10-09,Free,IN,Retail,google
1666,,paid,CA,Manufacturing,google
1667,2024-01-27,FREE,FR,Healthcare,facebook
1668,2024-11-28,Paid,AU,Retail,
1669,12/27/2024,Free,IN,Manufacturing,referral
1670,2024-05-30,Free,GB,Healthcare,linkedin
1671,2024-05-23,FREE,GB,Manufacturing,organic
1672,14-07-2024,Free,IN,Manufacturing,facebook
1673,2024-05-17,paid,FR,Education,facebook
1674,2024-08-10,Free,DE,Education,organic
1675,04/04/2024,PAID,GB,Retail,organic
1676,2024-05-24,Free,IN,Healthcare,organic
1677,2024-04-06,Free,JP,Retail,google
1678,2024-07-25,FREE,AU,Tech,linkedin
1679,2024-07-15,free,GB,Healthcare,
1680,2024-02-12,free,IN,Manufacturing,google
1681,2024-02-24,free,JP,Retail,linkedin
1682,10/15/2024,Paid,CA,Manufacturing,google
1683,2024-05-04,free,FR,Tech,referral
1684,2024-02-22,paid,IN,Finance,linkedin
1685,,Free,CA,Education,facebook
1686,2024-06-29,PAID,FR,Tech,linkedin
1687,2024-02-27,free,IN,Education,linkedin
1688,2024-05-24,Free,AU,Education,linkedin
1689,02/13/2024,Free,DE,Retail,referral
1690,2024-11-03,PAID,FR,Manufacturing,google
1691,06/27/2024,PAID,DE,Manufacturing,facebook
1692,05/15/2024,free,US,Finance,google
1693,2024-03-17,Free,FR,Tech,google
1694,09/01/2024,PAID,FR,Education,organic
1695,2024-02-16,Paid,DE,Finance,referral
1696,2024-08-05,paid,AU,Healthcare,organic
1697,30-11-2024,PAID,FR,Retail,referral
1698,2024-09-29,FREE,JP,Retail,google
1699,2024-09-26,FREE,AU,Retail,google
1700,2024-07-04,Free,CA,Healthcare,referral
1701,09-03-2024,Paid,IN,Finance,google
1702,2024-03-12,paid,AU,Healthcare,google
1703,2024-04-24,Free,FR,Finance,facebook
1704,22-12-2024,FREE,US,Manufacturing,organic
1705,09/01/2024,free,GB,Retail,organic
1706,2024-02-10,,US,Manufacturing,organic
1707,2024-08-01,FREE,US,Tech,
1708,2024-06-02,PAID,CA,Education,linkedin
1709,2024-05-26,FREE,IN,Retail,facebook
1710,2024-09-14,PAID,DE,Tech,organic
1711,2024-08-20,PAID,DE,Tech,organic
1712,2024-03-21,paid,AU,Healthcare,facebook
1713,2024-07-24,FREE,CA,Retail,google
1714,11/05/2024,Paid,JP,Education,organic
1715,2024-11-24,Free,DE,Retail,google
1716,2024-04-09,PAID,AU,Manufacturing,organic
1717,2024-06-20,free,GB,Finance,referral
1718,2024-01-06,FREE,IN,Tech,linkedin
1719,2024-05-03,FREE,GB,Education,organic
1720,2024-09-04,paid,FR,Finance,referral
1721,24-05-2024,Paid,FR,Finance,facebook
1722,2024-03-07,PAID,JP,Education,referral
1723,09/14/2024,Paid,IN,Healthcare,facebook
1724,2024-01-20,paid,CA,Healthcare,organic
1725,17-02-2024,FREE,FR,Tech,facebook
1726,23-03-2024,Paid,US,Education,referral
1727,2024-06-22,paid,US,Manufacturing,linkedin
1728,2024-12-15,free,US,Finance,google
1729,2024-09-11,,JP,Finance,google
1730,2024-06-07,Free,CA,Finance,linkedin
1731,2024-06-09,Free,US,Healthcare,google
1732,2024-06-29,Paid,GB,Education,
1733,2024-05-11,free,AU,Education,
1734,2024-09-06,Paid,DE,Healthcare,organic
1735,2024-12-14,Paid,US,Education,organic
1736,2024-07-30,FREE,US,Tech,referral
1737,2024-01-30,free,JP,Tech,referral
1738,2024-05-28,free,CA,Retail,facebook
1739,2024-08-24,PAID,CA,Retail,referral
1740,2024-08-26,Free,AU,Manufacturing,organic
1741,2024-04-12,PAID,AU,Retail,referral
1742,2024-12-25,paid,FR,Education,google
1743,2024-08-28,FREE,CA,Education,facebook
1744,01-02-2024,Paid,GB,Manufacturing,facebook
1745,04/18/2024,Paid,DE,Tech,organic
1746,2024-03-31,paid,CA,Tech,referral
1747,2024-12-30,FREE,IN,Retail,google
1748,04/04/2024,Paid,FR,Tech,referral
1749,2024-06-01,Paid,US,Education,linkedin
1750,2024-12-18,Paid,DE,Retail,referral
1751,2024-10-19,,CA,Retail,organic
1752,2024-11-01,Free,IN,Finance,referral
1753,2024-06-11,Free,DE,Retail,facebook
1754,2024-02-28,PAID,GB,Education,google
1755,18-08-2024,PAID,FR,Healthcare,organic
1756,2024-02-19,Free,DE,Healthcare,linkedin
1757,2024-03-26,free,DE,Finance,google
1758,22-10-2024,paid,US,Education,google
1759,2024-06-06,PAID,FR,Education,facebook
1760,2024-07-30,PAID,CA,Manufacturing,facebook
1761,2024-06-20,Paid,IN,Education,facebook
1762,2024-10-31,PAID,CA,Finance,organic
1763,2024-08-11,free,DE,Education,referral
1764,2024-02-23,,IN,Healthcare,google
1765,2024-02-23,FREE,JP,Retail,referral
1766,10/24/2024,paid,FR,Tech,referral
1767,2024-08-20,paid,IN,Retail,facebook
1768,2024-08-25,paid,US,Finance,referral
1769,2024-04-24,Paid,DE,Finance,google
1770,2024-07-31,,US,Finance,google
1771,2024-01-17,PAID,IN,Retail,linkedin
1772,2024-11-03,paid,AU,Retail,organic
1773,2024-07-19,FREE,CA,Education,referral
1774,2024-11-21,Paid,CA,Manufacturing,organic
1775,2024-08-11,FREE,IN,Healthcare,organic
1776,2024-10-22,PAID,IN,Manufacturing,organic
1777,2024-06-14,paid,CA,Education,organic
1778,2024-10-30,FREE,AU,Tech,google
1779,07-03-2024,paid,IN,Retail,referral
1780,2024-04-23,FREE,DE,Healthcare,linkedin
1781,2024-07-12,paid,US,Education,organic
1782,2024-11-17,free,AU,Finance,linkedin
1783,2024-11-01,paid,JP,Manufacturing,google
1784,09/10/2024,Free,DE,Education,google
1785,2024-01-12,free,AU,Healthcare,facebook
1786,07/11/2024,paid,FR,Retail,organic
1787,06-01-2024,free,AU,Retail,facebook
1788,2024-06-26,free,IN,Finance,linkedin
1789,10-05-2024,FREE,GB,Manufacturing,referral
1790,,free,FR,Retail,facebook
1791,02/28/2024,free,IN,Healthcare,google
1792,20-12-2024,paid,JP,Manufacturing,organic
1793,2024-06-27,PAID,AU,Manufacturing,linkedin
1794,2024-08-11,Free,US,Tech,google
1795,12/17/2024,paid,CA,Finance,referral
1796,2024-10-27,Paid,GB,Retail,organic
1797,2024-08-04,PAID,JP,Tech,referral
1798,2024-07-15,PAID,US,Education,referral
1799,2024-08-18,PAID,FR,Finance,organic
1800,11/05/2024,Paid,US,Healthcare,organic
1801,,Paid,DE,Tech,referral
1802,2024-07-02,Paid,JP,Finance,linkedin
1803,2024-06-09,FREE,US,Retail,organic
1804,2024-08-26,FREE,IN,Finance,google
1805,2024-05-25,FREE,CA,Education,facebook
1806,07-11-2024,FREE,IN,Retail,linkedin
1807,2024-08-03,paid,JP,Education,organic
1808,2024-09-09,paid,AU,Tech,organic
1809,2024-03-28,FREE,US,Tech,
1810,,,JP,Manufacturing,linkedin
1811,21-10-2024,paid,US,Education,facebook
1812,2024-07-25,Free,DE,Tech,referral
1813,2024-02-05,PAID,AU,Retail,google
1814,2024-06-11,Paid,US,Tech,organic
1815,2024-07-20,PAID,CA,Finance,facebook
1816,03/03/2024,free,IN,Healthcare,google
1817,2024-01-06,paid,FR,Healthcare,
1818,2024-04-07,FREE,FR,Tech,linkedin
1819,05/12/2024,Free,CA,Manufacturing,organic
1820,2024-06-17,Paid,FR,Education,referral
1821,2024-03-11,paid,GB,Retail,linkedin
