session_id,user_id,date,duration_minutes,device_type
4816,1256,2024-07-20,,desktop
4817,1256,2024-11-25,19.0,
4818,833,20-08-2024,103.0,mobile
4819,762,2024-11-12,98.0,tablet
4820,1256,03-03-2024,84.0,tablet
4821,1256,01/31/2024,97.0,mobile
4822,1256,2024-11-07,49.0,
4823,1256,05/11/2024,21.0,mobile
4824,833,29-09-2024,52.0,desktop
4825,1256,23-02-2024,80.0,tablet
4826,1256,01-02-2024,5.0,
4827,1256,07/19/2024,32.0,desktop
4828,833,12/13/2024,50.0,tablet
4829,1256,03-10-2024,12.0,tablet
4830,833,01/22/2025,112.0,desktop
4831,1256,2024-01-11,43.0,mobile
4832,1256,04/25/2024,41.0,desktop
4833,1256,01/07/2025,101.0,desktop
4834,1256,19-01-2025,54.0,tablet
4835,1256,01/28/2025,81.0,desktop
4836,1256,2024-02-12,7.0,mobile
4837,833,24-01-2025,1.0,desktop
4838,1256,25-10-2024,22.0,desktop
4839,833,04-09-2024,67.0,desktop
4840,1256,01/01/2025,99.0,mobile
4841,1256,2024-04-21,73.0,desktop
4842,1256,05/27/2024,,mobile
4843,833,04/09/2024,92.0,tablet
4844,1256,01/13/2024,11.0,tablet
4845,1256,2024-10-05,65.0,tablet
4846,1256,,30.0,desktop
4847,1256,2024-01-17,42.0,
4848,1256,,85.0,mobile
4849,833,01/28/2025,95.0,tablet
4850,1256,05/14/2024,48.0,tablet
4851,1256,28-12-2024,47.0,
4852,1256,28-05-2024,92.0,mobile
4853,1256,2024-08-05,98.0,mobile
4854,1256,2024-06-23,5.0,desktop
4855,762,13-03-2024,87.0,desktop
4856,1256,04/08/2024,88.0,desktop
4857,1256,02/15/2024,106.0,mobile
4858,1256,03/30/2024,40.0,mobile
4859,1256,2024-12-16,31.0,mobile
4860,1256,2024-10-05,102.0,mobile
4861,1256,01/18/2025,1.0,mobile
4862,1256,22-11-2024,99.0,tablet
4863,833,,12.0,desktop
4864,1256,20-09-2024,35.0,tablet
4865,1256,2024-12-21,100.0,desktop
4866,1256,01/30/2025,93.0,tablet
4867,1256,06/03/2024,110.0,tablet
4868,1256,2024-04-28,91.0,mobile
4869,1256,12-06-2024,93.0,desktop
4870,1256,08/25/2024,81.0,mobile
4871,1256,2024-02-21,81.0,desktop
4872,833,12/25/2024,84.0,mobile
4873,1256,01-01-2024,98.0,
4874,1256,18-02-2024,107.0,
4875,1256,07/31/2024,76.0,desktop
4876,833,2024-07-07,118.0,desktop
4877,1256,03/18/2024,,tablet
4878,1256,11/30/2024,21.0,mobile
4879,833,01/07/2024,52.0,desktop
4880,1256,21-07-2024,66.0,mobile
4881,1256,11/26/2024,103.0,
4882,1256,01/12/2025,20.0,mobile
4883,1256,2024-08-30,24.0,mobile
4884,1256,11/06/2024,76.0,desktop
4885,1256,10/18/2024,118.0,tablet
4886,1256,08/26/2024,6.0,desktop
4887,1256,2024-06-24,74.0,desktop
4888,1256,08/15/2024,10.0,tablet
4889,1256,18-10-2024,84.0,tablet
4890,1256,01/02/2025,62.0,desktop
4891,833,23-04-2024,1.0,tablet
4892,1256,2024-07-10,15.0,desktop
4893,1256,2024-07-16,48.0,desktop
4894,1256,23-03-2024,120.0,mobile
4895,1256,12/02/2024,60.0,tablet
4896,1256,2024-01-16,100.0,desktop
4897,1256,2025-01-05,96.0,desktop
4898,833,29-06-2024,81.0,desktop
4899,833,01-02-2024,34.0,tablet
4900,833,2024-11-26,81.0,desktop
4901,833,2025-01-28,118.0,tablet
4902,1256,13-07-2024,12.0,mobile
4903,1256,2025-01-12,119.0,desktop
4904,1256,30-01-2024,94.0,mobile
4905,1256,2024-09-08,102.0,tablet
4906,1256,10/29/2024,37.0,desktop
4907,1256,02/16/2024,2.0,mobile
4908,1256,24-11-2024,83.0,tablet
4909,1256,25-06-2024,83.0,mobile
4910,833,2024-04-27,86.0,desktop
4911,1256,09/15/2024,3.0,mobile
4912,1256,05-03-2024,35.0,mobile
4913,1256,2024-12-15,118.0,tablet
4914,1256,07-10-2024,67.0,mobile
4915,1256,02/14/2024,44.0,desktop
4916,833,01/08/2025,48.0,desktop
4917,1256,2024-12-04,44.0,mobile
4918,1256,,87.0,desktop
4919,1256,2024-09-30,99.0,tablet
4920,1256,12-02-2024,18.0,tablet
4921,833,2024-05-14,101.0,tablet
4922,1256,2024-10-17,73.0,mobile
4923,1256,06/13/2024,,mobile
4924,1256,20-12-2024,82.0,mobile
4925,833,11-11-2024,92.0,desktop
4926,1256,05/07/2024,30.0,desktop
4927,833,30-05-2024,77.0,mobile
4928,1256,12/26/2024,25.0,mobile
4929,1256,2024-03-14,62.0,tablet
4930,1256,08-09-2024,5.0,mobile
4931,1256,11-01-2024,18.0,desktop
4932,833,09/12/2024,33.0,desktop
4933,1256,2024-11-23,36.0,tablet
4934,833,2024-09-27,115.0,tablet
4935,1256,09/24/2024,24.0,tablet
4936,833,,67.0,mobile
4937,1256,2024-11-22,91.0,desktop
4938,1256,2024-06-20,101.0,mobile
4939,1256,27-03-2024,102.0,tablet
4940,1256,21-01-2024,4.0,mobile
4941,1256,15-05-2024,56.0,tablet
4942,1256,2024-07-12,76.0,desktop
4943,1256,2024-04-15,48.0,
4944,1256,04/05/2024,41.0,tablet
4945,1256,07-03-2024,45.0,tablet
4946,1256,10/13/2024,22.0,tablet
4947,1256,2024-07-25,77.0,desktop
4948,1256,2024-05-11,48.0,desktop
4949,833,01/15/2025,65.0,tablet
4950,1256,08/27/2024,34.0,mobile
4951,1256,2024-04-03,98.0,tablet
4952,1256,11/08/2024,97.0,desktop
4953,1256,2024-06-18,74.0,mobile
4954,1256,2024-04-01,56.0,mobile
4955,1256,02/06/2024,15.0,mobile
4956,1256,09-07-2024,53.0,tablet
4957,1256,18-11-2024,86.0,desktop
4958,1256,13-05-2024,31.0,desktop
4959,1256,30-12-2024,58.0,desktop
4960,833,04-01-2024,,
4961,833,,83.0,tablet
4962,1256,08/13/2024,44.0,mobile
4963,1256,29-12-2024,47.0,mobile
4964,1256,09/05/2024,,desktop
4965,1256,09/30/2024,,tablet
4966,1256,2024-02-28,15.0,desktop
4967,1256,2024-05-07,63.0,mobile
4968,1256,2024-08-11,61.0,desktop
4969,1256,2025-01-30,66.0,tablet
4970,1256,11/06/2024,11.0,mobile
4971,1256,2024-11-22,31.0,tablet
4972,833,2024-07-04,107.0,
4973,1256,22-01-2025,88.0,mobile
4974,1256,2024-07-17,108.0,desktop
4975,1256,2024-07-05,49.0,desktop
4976,1256,09/06/2024,79.0,desktop
4977,833,06/29/2024,,tablet
4978,1256,2024-05-14,11.0,desktop
4979,1256,27-01-2025,116.0,mobile
4980,1256,17-01-2024,99.0,mobile
4981,1256,12/10/2024,50.0,desktop
4982,1256,17-10-2024,21.0,tablet
4983,1256,10-02-2024,57.0,tablet
4984,1256,22-10-2024,28.0,tablet
4985,1256,04/30/2024,,mobile
4986,1256,24-05-2024,16.0,desktop
4987,833,2024-12-29,27.0,tablet
4988,1256,03/09/2024,113.0,desktop
4989,1256,03/10/2024,87.0,desktop
4990,1256,2024-12-23,99.0,tablet
4991,1256,16-07-2024,72.0,mobile
4992,1256,2024-06-22,78.0,tablet
4993,1256,2024-11-04,7.0,mobile
4994,1256,19-02-2024,32.0,tablet
4995,833,05/18/2024,97.0,mobile
4996,1256,2024-05-09,13.0,desktop
4997,1256,02-01-2024,74.0,mobile
4998,1256,22-01-2025,69.0,mobile
4999,1256,2024-03-22,116.0,desktop
5000,1256,01/23/2024,10.0,mobile
5001,1256,19-02-2024,108.0,desktop
5002,1256,07/18/2024,42.0,mobile
5003,1256,2024-05-31,2.0,mobile
5004,1256,2024-10-16,119.0,desktop
5005,1256,05/08/2024,,tablet
5006,1256,31-07-2024,93.0,tablet
5007,1256,2024-08-19,112.0,tablet
5008,1256,2024-03-27,15.0,mobile
5009,833,07/16/2024,,desktop
5010,833,2024-07-30,66.0,tablet
5011,1256,2024-10-10,35.0,tablet
5012,833,2024-10-05,99.0,tablet
5013,1256,02-03-2024,11.0,desktop
5014,1256,2024-09-18,74.0,tablet
5015,1256,,30.0,mobile
5016,833,01/01/2024,,desktop
5017,1256,21-08-2024,102.0,desktop
5018,1256,22-07-2024,116.0,desktop
5019,1256,2024-11-18,8.0,tablet
5020,1256,01-12-2024,13.0,mobile
5021,1256,2025-01-21,50.0,desktop
5022,1256,,11.0,tablet
5023,833,2024-10-04,95.0,tablet
5024,1256,05-08-2024,97.0,desktop
5025,1256,2024-03-26,89.0,mobile
5026,1256,10/29/2024,2.0,tablet
5027,1256,11/27/2024,92.0,desktop
5028,1256,07/06/2024,34.0,mobile
5029,1256,2024-12-22,114.0,desktop
5030,1256,2024-10-14,19.0,desktop
5031,1256,02-02-2025,27.0,tablet
5032,1256,20-08-2024,24.0,tablet
5033,1256,2024-12-05,115.0,mobile
5034,1256,21-12-2024,82.0,desktop
5035,1256,20-03-2024,92.0,mobile
5036,1256,04/20/2024,24.0,desktop
5037,1256,05/01/2024,43.0,mobile
5038,1256,12/26/2024,48.0,desktop
5039,1256,25-10-2024,39.0,mobile
5040,833,06-09-2024,100.0,desktop
5041,833,11/11/2024,40.0,mobile
5042,1256,2024-02-15,,mobile
5043,1256,29-01-2025,24.0,tablet
5044,1256,05/02/2024,51.0,
5045,1256,25-09-2024,,tablet
5046,1256,17-03-2024,48.0,desktop
5047,1256,05/14/2024,95.0,tablet
5048,1256,27-11-2024,16.0,desktop
5049,1256,02/19/2024,29.0,mobile
5050,1256,2024-11-03,99.0,tablet
5051,1256,10/11/2024,,mobile
5052,1256,10-01-2024,31.0,desktop
5053,1256,10/27/2024,38.0,mobile
5054,1256,03-01-2025,,desktop
5055,1256,2025-01-23,110.0,desktop
5056,1256,12-12-2024,11.0,mobile
5057,1256,08/07/2024,34.0,mobile
5058,833,17-11-2024,21.0,mobile
5059,1256,2024-01-22,17.0,desktop
5060,833,03-02-2025,40.0,tablet
5061,1256,09-01-2025,30.0,mobile
5062,833,06/17/2024,82.0,tablet
5063,1256,2024-02-11,,mobile
5064,1256,2024-11-11,30.0,tablet
5065,1256,23-03-2024,,mobile
5066,1256,04-02-2025,117.0,mobile
5067,1256,01/13/2025,57.0,tablet
5068,1256,2024-05-11,61.0,desktop
5069,1256,2024-10-22,40.0,tablet
5070,1256,09-10-2024,60.0,desktop
5071,1256,26-06-2024,110.0,tablet
5072,1256,01/12/2024,82.0,tablet
5073,1256,2024-01-11,87.0,mobile
5074,1256,2024-12-04,93.0,tablet
5075,1256,2024-01-11,95.0,tablet
5076,1256,09/11/2024,40.0,tablet
5077,1256,25-01-2025,71.0,mobile
5078,1256,06/13/2024,118.0,
5079,1256,16-03-2024,93.0,desktop
5080,1256,03/06/2024,80.0,mobile
5081,1256,12/23/2024,58.0,mobile
5082,833,03-08-2024,32.0,desktop
5083,1256,,56.0,mobile
5084,1256,05/17/2024,55.0,mobile
5085,1256,2025-01-08,77.0,desktop
5086,1256,,59.0,desktop
5087,1256,30-11-2024,37.0,tablet
5088,1256,2025-02-03,105.0,desktop
5089,833,03/19/2024,113.0,desktop
5090,833,30-05-2024,103.0,desktop
5091,1256,12/15/2024,79.0,mobile
5092,1256,2024-12-13,51.0,tablet
5093,1256,,68.0,desktop
5094,1256,2024-06-25,6.0,desktop
5095,1256,01/21/2024,66.0,desktop
5096,1256,2024-08-17,33.0,desktop
5097,1256,05/17/2024,,tablet
5098,1256,07/03/2024,47.0,desktop
5099,1256,03/22/2024,115.0,tablet
5100,833,09/05/2024,100.0,desktop
5101,1256,2024-05-04,116.0,tablet
5102,1256,2024-09-29,25.0,desktop
5103,833,08-03-2024,70.0,tablet
5104,1256,16-01-2024,95.0,desktop
5105,1256,2024-12-11,38.0,mobile
5106,1256,12/19/2024,12.0,tablet
5107,1256,11/24/2024,86.0,mobile
5108,1256,29-01-2025,9.0,desktop
5109,1256,01/08/2024,31.0,desktop
5110,1256,2024-03-09,94.0,tablet
5111,1256,2024-03-21,12.0,tablet
5112,833,,112.0,mobile
5113,1256,10/15/2024,42.0,tablet
5114,1256,2024-08-21,83.0,mobile
5115,833,02/01/2025,99.0,desktop
5116,1256,31-01-2025,14.0,tablet
5117,1256,09/13/2024,79.0,tablet
5118,1256,08/18/2024,100.0,mobile
5119,1256,2024-06-26,24.0,mobile
5120,1256,30-07-2024,49.0,tablet
5121,1256,15-07-2024,80.0,tablet
5122,833,01/06/2025,30.0,mobile
5123,1256,16-05-2024,52.0,mobile
5124,1256,26-03-2024,63.0,desktop
5125,1256,09/18/2024,86.0,desktop
5126,1256,2024-01-24,72.0,tablet
5127,1256,06/24/2024,120.0,desktop
5128,833,11/24/2024,120.0,tablet
5129,1256,2024-05-07,21.0,tablet
5130,833,14-11-2024,13.0,mobile
5131,1256,10/26/2024,14.0,desktop
5132,833,09/17/2024,85.0,tablet
5133,1256,01/04/2024,23.0,tablet
5134,833,18-12-2024,31.0,tablet
5135,1256,01/19/2024,114.0,tablet
5136,1256,2024-07-16,,tablet
5137,1256,2024-09-03,35.0,tablet
5138,833,20-06-2024,1.0,desktop
5139,1256,03-02-2024,114.0,desktop
5140,1256,20-07-2024,12.0,
5141,1256,30-09-2024,109.0,mobile
5142,1256,05-07-2024,16.0,mobile
5143,1256,15-06-2024,41.0,mobile
5144,833,01-04-2024,115.0,desktop
5145,833,22-02-2024,118.0,mobile
5146,1256,2024-11-27,58.0,desktop
5147,1256,11-11-2024,100.0,tablet
5148,1256,24-08-2024,53.0,tablet
5149,1256,2024-09-23,28.0,mobile
5150,1256,31-12-2024,92.0,tablet
5151,1256,12/22/2024,6.0,tablet
5152,833,04/09/2024,28.0,mobile
5153,1256,15-05-2024,118.0,desktop
5154,1256,02-01-2024,28.0,desktop
5155,1256,2024-11-05,76.0,mobile
5156,1256,2024-05-12,97.0,tablet
5157,1256,10/20/2024,61.0,tablet
5158,833,2024-11-05,97.0,tablet
5159,1256,06/05/2024,88.0,tablet
5160,1256,21-09-2024,112.0,tablet
5161,1256,01-01-2025,22.0,tablet
5162,1256,19-07-2024,114.0,tablet
5163,833,24-12-2024,47.0,mobile
5164,1256,08/23/2024,99.0,desktop
5165,1256,01/07/2025,77.0,desktop
5166,833,29-01-2024,94.0,desktop
5167,1256,11-02-2024,119.0,desktop
5168,1256,2024-06-11,8.0,desktop
5169,1256,12/21/2024,53.0,
5170,1256,2025-01-11,3.0,mobile
5171,1256,01/15/2024,11.0,mobile
5172,1256,2024-02-03,9.0,mobile
5173,1256,01/11/2024,31.0,mobile
5174,1256,09/07/2024,112.0,desktop
5175,1256,17-11-2024,53.0,mobile
5176,1256,06/03/2024,55.0,desktop
5177,1256,10/02/2024,109.0,desktop
5178,1256,06/13/2024,6.0,desktop
5179,1256,18-02-2024,90.0,tablet
5180,833,2024-09-21,47.0,desktop
5181,1256,10-09-2024,102.0,tablet
5182,1256,2024-04-17,83.0,tablet
5183,1256,21-12-2024,105.0,tablet
5184,1256,10/24/2024,32.0,tablet
5185,833,2025-01-12,59.0,mobile
5186,1256,05/13/2024,8.0,desktop
5187,1256,2024-03-29,94.0,mobile
5188,1256,08-07-2024,,tablet
5189,1256,2025-01-18,,desktop
5190,1256,06/12/2024,96.0,tablet
5191,1256,02/22/2024,43.0,tablet
5192,1256,12/24/2024,29.0,desktop
5193,1256,04/16/2024,50.0,mobile
5194,1256,24-05-2024,108.0,desktop
5195,1256,2024-07-29,48.0,mobile
5196,1256,2024-12-24,75.0,desktop
5197,833,02/21/2024,9.0,desktop
5198,833,2024-01-18,101.0,mobile
5199,1256,2024-02-08,17.0,tablet
5200,833,02-01-2024,18.0,desktop
5201,1256,2024-07-17,109.0,mobile
5202,833,2024-05-20,78.0,tablet
5203,833,12/14/2024,4.0,tablet
5204,833,,82.0,mobile
5205,1256,01/17/2025,93.0,mobile
5206,1256,2024-04-16,,mobile
5207,833,07/22/2024,46.0,tablet
5208,1256,25-07-2024,119.0,tablet
5209,1256,07-10-2024,77.0,tablet
5210,1256,2024-01-20,5.0,desktop
5211,833,02/18/2024,57.0,mobile
5212,1256,02/15/2024,99.0,mobile
5213,1256,2025-01-07,63.0,tablet
5214,1256,02/18/2024,81.0,desktop
5215,1256,11-04-2024,10.0,desktop
5216,1256,09/16/2024,6.0,tablet
5217,1256,08-01-2025,92.0,tablet
5218,833,08-06-2024,106.0,
5219,1256,2024-07-17,66.0,mobile
5220,833,2025-01-19,71.0,desktop
5221,1256,05/05/2024,105.0,mobile
5222,1256,2024-08-28,56.0,tablet
5223,1256,2024-05-11,93.0,tablet
5224,1256,01/05/2025,71.0,tablet
5225,833,2024-05-01,50.0,mobile
5226,1256,2024-02-09,106.0,tablet
5227,1256,2024-11-09,34.0,tablet
5228,1256,,4.0,mobile
5229,833,28-09-2024,66.0,tablet
5230,1256,05-07-2024,13.0,desktop
5231,762,2024-05-17,93.0,desktop
5232,1256,01/19/2024,43.0,mobile
5233,1256,2024-12-06,14.0,mobile
5234,1256,07/06/2024,43.0,mobile
5235,833,09/17/2024,,mobile
5236,1256,02-02-2024,,mobile
5237,1256,10/11/2024,35.0,tablet
5238,833,09-11-2024,100.0,tablet
5239,1256,01-06-2024,82.0,mobile
5240,833,23-10-2024,55.0,mobile
5241,1256,25-06-2024,97.0,tablet
5242,1256,2024-12-30,114.0,tablet
5243,1256,13-04-2024,40.0,mobile
5244,1256,,,tablet
5245,1256,2025-01-11,119.0,tablet
5246,1256,2024-07-17,112.0,tablet
5247,1256,2024-05-27,37.0,mobile
5248,1256,08/21/2024,5.0,desktop
5249,833,,61.0,desktop
5250,1256,2024-06-10,10.0,mobile
5251,1256,12/13/2024,108.0,mobile
5252,1256,14-06-2024,27.0,mobile
5253,833,09-11-2024,89.0,tablet
5254,1256,20-01-2024,110.0,mobile
5255,1256,09/30/2024,83.0,desktop
5256,1256,11-09-2024,71.0,desktop
5257,1256,2024-03-09,34.0,mobile
5258,1256,2024-05-28,111.0,mobile
5259,1256,2024-05-02,44.0,mobile
5260,833,02-05-2024,49.0,desktop
5261,1256,2024-02-23,103.0,mobile
5262,1256,10/15/2024,44.0,tablet
5263,1256,21-02-2024,32.0,tablet
5264,1256,2024-07-14,65.0,
5265,1256,10-02-2024,62.0,tablet
5266,833,02/16/2024,26.0,tablet
5267,1256,2024-03-16,119.0,mobile
5268,1256,19-03-2024,96.0,mobile
5269,1256,2024-03-09,35.0,desktop
5270,1256,10/10/2024,120.0,tablet
5271,1256,2025-01-24,26.0,mobile
5272,1256,2025-01-01,85.0,mobile
5273,833,06/17/2024,41.0,desktop
5274,1256,13-05-2024,61.0,desktop
5275,1256,03/28/2024,10.0,tablet
5276,1256,2024-03-17,47.0,mobile
5277,1256,31-01-2025,84.0,tablet
5278,1256,2024-01-14,21.0,desktop
5279,1256,17-08-2024,25.0,tablet
5280,1256,28-03-2024,26.0,tablet
5281,833,03/23/2024,40.0,tablet
5282,1256,2024-06-19,87.0,tablet
5283,1256,07-09-2024,17.0,tablet
5284,833,04/29/2024,85.0,tablet
5285,1256,23-03-2024,88.0,mobile
5286,1256,2024-07-13,1.0,mobile
5287,1256,09/05/2024,53.0,mobile
5288,1256,23-05-2024,81.0,desktop
5289,833,05/20/2024,20.0,mobile
5290,1256,07/11/2024,20.0,desktop
5291,1256,28-01-2025,107.0,tablet
5292,1256,11/01/2024,17.0,desktop
5293,1256,2024-07-04,19.0,desktop
5294,833,2024-05-20,34.0,mobile
5295,1256,01-01-2024,103.0,mobile
5296,1256,2024-11-01,89.0,tablet
5297,1256,05/01/2024,,mobile
5298,1256,2024-09-05,87.0,mobile
5299,1256,01/04/2025,62.0,desktop
5300,1256,2025-01-05,109.0,
5301,1256,07-09-2024,66.0,desktop
5302,1256,2025-02-03,58.0,desktop
5303,1256,2024-10-27,28.0,tablet
5304,1256,02-11-2024,13.0,desktop
5305,833,28-08-2024,114.0,desktop
5306,1256,2024-08-20,108.0,mobile
5307,1256,2025-01-14,118.0,mobile
5308,1256,09-04-2024,2.0,tablet
5309,1256,05/23/2024,55.0,mobile
5310,1256,2024-03-22,,mobile
5311,1256,23-03-2024,70.0,tablet
5312,833,10-04-2024,67.0,mobile
5313,833,2024-02-12,102.0,mobile
5314,1256,2024-06-15,92.0,tablet
5315,833,04/21/2024,68.0,desktop
5316,1256,01/15/2024,72.0,tablet
5317,833,2024-12-14,92.0,tablet
5318,833,12/27/2024,104.0,
5319,1256,22-01-2024,67.0,mobile
5320,1256,05/22/2024,103.0,mobile
5321,1256,06/08/2024,,mobile
5322,1256,04-04-2024,75.0,desktop
5323,1256,05/08/2024,79.0,desktop
5324,1256,2024-12-11,29.0,tablet
5325,1256,26-11-2024,52.0,desktop
5326,1256,2024-12-27,48.0,desktop
5327,1256,23-12-2024,12.0,
5328,1256,05/23/2024,111.0,tablet
5329,1256,21-12-2024,67.0,desktop
5330,1256,10-04-2024,23.0,mobile
5331,1256,2024-05-22,106.0,
5332,1256,04/10/2024,30.0,mobile
5333,1256,2025-01-07,42.0,desktop
5334,1256,09/24/2024,2.0,desktop
5335,1256,10/25/2024,35.0,tablet
5336,762,10-02-2024,110.0,tablet
5337,833,2024-11-08,84.0,tablet
5338,833,2025-01-25,,desktop
5339,1256,01/16/2025,,mobile
5340,833,09/03/2024,27.0,mobile
5341,833,31-01-2024,8.0,tablet
5342,833,04/04/2024,,mobile
5343,1256,2024-09-01,99.0,desktop
5344,1256,14-01-2025,79.0,desktop
5345,833,2024-01-08,69.0,tablet
5346,1256,10/13/2024,117.0,mobile
5347,1256,05-02-2024,117.0,desktop
5348,1256,04-06-2024,89.0,desktop
5349,1256,20-07-2024,63.0,mobile
5350,1256,26-08-2024,15.0,desktop
5351,1256,2024-06-28,54.0,tablet
5352,1256,02/20/2024,51.0,tablet
5353,1256,01/13/2025,34.0,tablet
5354,1256,07/13/2024,6.0,tablet
5355,1256,11/22/2024,15.0,tablet
5356,1256,2024-12-06,5.0,desktop
5357,1256,2024-12-04,74.0,desktop
5358,1256,2024-06-19,67.0,mobile
5359,1256,07-07-2024,73.0,desktop
5360,1256,15-05-2024,84.0,desktop
5361,1256,26-02-2024,17.0,mobile
5362,1256,01/19/2025,64.0,desktop
5363,1256,2024-07-29,15.0,desktop
5364,1256,2024-02-06,42.0,mobile
5365,1256,07/27/2024,26.0,desktop
5366,1256,26-11-2024,69.0,
5367,1256,,98.0,tablet
5368,1256,10/18/2024,103.0,mobile
5369,1256,01/13/2025,82.0,mobile
5370,1256,06/03/2024,108.0,desktop
5371,1256,04/12/2024,62.0,mobile
5372,1256,03/28/2024,46.0,desktop
5373,1256,2024-06-15,46.0,desktop
5374,1256,2024-03-20,105.0,tablet
5375,1256,18-05-2024,47.0,mobile
5376,833,03/12/2024,20.0,tablet
5377,1256,2024-05-31,35.0,tablet
5378,833,31-01-2024,111.0,desktop
5379,1256,2025-01-27,89.0,desktop
5380,1256,2024-06-25,46.0,mobile
5381,1256,12/30/2024,61.0,mobile
5382,1256,2024-03-02,39.0,tablet
5383,1256,20-06-2024,23.0,desktop
5384,1256,29-07-2024,70.0,mobile
5385,1256,16-01-2024,85.0,desktop
5386,1256,01/12/2025,118.0,desktop
5387,833,09-02-2024,22.0,mobile
5388,1256,03/24/2024,87.0,tablet
5389,1256,01/29/2025,24.0,tablet
5390,1256,08/15/2024,57.0,mobile
5391,1256,2024-08-25,,
5392,1256,29-11-2024,17.0,desktop
5393,1256,05/28/2024,70.0,desktop
5394,1256,30-07-2024,20.0,desktop
5395,1256,2024-04-29,106.0,tablet
5396,1256,03-12-2024,11.0,desktop
5397,1256,,58.0,mobile
5398,1256,2025-01-11,71.0,mobile
5399,833,2025-01-10,71.0,desktop
5400,1256,05/30/2024,67.0,tablet
5401,1256,01/05/2024,85.0,mobile
5402,1256,11/23/2024,12.0,desktop
5403,1256,2024-02-23,67.0,tablet
5404,1256,09/03/2024,113.0,tablet
5405,1256,2024-11-30,103.0,desktop
5406,1256,,42.0,desktop
5407,1256,2024-02-05,77.0,tablet
5408,1256,02-02-2025,101.0,tablet
5409,1256,27-03-2024,115.0,tablet
5410,1256,06-02-2024,108.0,mobile
5411,1256,30-05-2024,42.0,desktop
5412,1256,01/16/2024,109.0,tablet
5413,1256,2024-04-16,49.0,mobile
5414,1256,07/31/2024,75.0,tablet
5415,833,2024-05-15,44.0,tablet
5416,1256,01/31/2024,30.0,desktop
5417,1256,20-05-2024,71.0,mobile
5418,1256,2024-02-08,75.0,tablet
5419,1256,2024-07-08,22.0,mobile
5420,1256,05-07-2024,78.0,desktop
5421,1256,21-08-2024,95.0,mobile
5422,1256,07/17/2024,101.0,desktop
5423,1256,,44.0,mobile
5424,1256,02-07-2024,117.0,desktop
5425,1256,02/29/2024,25.0,desktop
5426,1256,2024-06-25,66.0,tablet
5427,1256,11-01-2024,56.0,tablet
5428,1256,16-05-2024,58.0,desktop
5429,833,08/22/2024,86.0,tablet
5430,1256,2024-03-20,38.0,mobile
5431,833,27-04-2024,28.0,tablet
5432,833,02/23/2024,44.0,tablet
5433,1256,10-02-2024,22.0,desktop
5434,1256,01/06/2025,56.0,desktop
5435,1256,2024-05-11,9.0,mobile
5436,1256,2024-11-11,89.0,mobile
5437,1256,01/19/2024,93.0,mobile
5438,833,08/03/2024,98.0,tablet
5439,1256,,108.0,mobile
5440,833,12/23/2024,115.0,mobile
5441,1256,06/11/2024,65.0,desktop
5442,833,2024-12-23,47.0,desktop
5443,1256,2024-09-12,1.0,mobile
5444,833,01/04/2024,91.0,desktop
5445,1256,2025-01-10,118.0,tablet
5446,1256,06/05/2024,117.0,tablet
5447,1256,2025-01-17,72.0,tablet
5448,1256,11-01-2024,21.0,tablet
5449,1256,2025-01-03,82.0,tablet
5450,1256,07-08-2024,16.0,desktop
5451,1256,2024-06-11,,tablet
5452,1256,2024-07-27,94.0,mobile
5453,1256,08-01-2024,36.0,desktop
5454,1256,09-11-2024,86.0,mobile
5455,833,08-02-2024,36.0,tablet
5456,833,30-01-2025,,tablet
5457,1256,2025-01-30,120.0,desktop
5458,1256,,110.0,mobile
5459,1256,15-12-2024,,tablet
5460,1256,03-01-2025,118.0,
5461,1256,2024-12-28,,desktop
5462,1256,2024-10-27,20.0,
5463,1256,2024-11-25,105.0,desktop
5464,1256,08/17/2024,51.0,desktop
5465,1256,20-06-2024,72.0,desktop
5466,1256,11-05-2024,82.0,tablet
5467,1256,07/01/2024,93.0,mobile
5468,1256,01-06-2024,45.0,mobile
5469,1256,2024-01-23,81.0,tablet
5470,1256,13-05-2024,2.0,mobile
5471,1256,04-05-2024,29.0,mobile
5472,1256,09-08-2024,43.0,tablet
5473,1256,07/20/2024,,mobile
5474,833,2024-10-07,26.0,desktop
5475,1256,01/20/2024,91.0,mobile
5476,1256,2025-01-27,,desktop
5477,1256,2025-01-08,27.0,tablet
5478,1256,2024-08-27,,mobile
5479,1256,2024-04-06,90.0,tablet
5480,1256,09/09/2024,71.0,tablet
5481,833,2024-09-21,88.0,desktop
5482,1256,08/21/2024,36.0,mobile
5483,1256,01/06/2024,24.0,desktop
5484,1256,,112.0,tablet
5485,1256,03/09/2024,40.0,tablet
5486,833,14-09-2024,77.0,tablet
5487,833,11/20/2024,98.0,
5488,833,2024-12-21,83.0,mobile
5489,1256,2025-01-25,98.0,tablet
5490,1256,20-08-2024,65.0,tablet
5491,1256,2024-10-14,81.0,desktop
5492,1256,08/09/2024,67.0,tablet
5493,1256,12/29/2024,112.0,mobile
5494,1256,2024-01-09,81.0,mobile
5495,1256,18-03-2024,92.0,desktop
5496,833,15-06-2024,51.0,desktop
5497,1256,03/12/2024,120.0,mobile
5498,1256,2024-07-24,33.0,desktop
5499,1256,10/14/2024,8.0,tablet
5500,1256,2024-08-04,11.0,mobile
5501,1256,11-01-2024,72.0,desktop
5502,1256,2024-12-10,25.0,tablet
